Pt1,Pt2,Pt3,F1,F2,F3,Error
34,18,38,[2.0],[2.0],[2.0],167204060.9282739
34,26,38,[2.0],[2.0],[2.0],191148654.17366773
34,7,38,[9.254505422914126e-13],[14.055900002928546],[13.07673079050651],168.9554559743873
34,45,38,[2.0],[2.0],[2.0],62013567.37792346
34,5,38,[2.0],[2.0],[2.0],11919731.501796626
34,4,38,[2.0],[2.0],[2.0],11470427.268409535
43,33,38,[2.0],[2.0],[2.0],252681762.05918083
43,41,38,[2.0],[2.0],[2.0],237469348.9325679
43,16,38,[2.0],[2.0],[2.0],207224202.31748456
43,35,38,[2.0],[2.0],[2.0],273212883.1826855
43,31,38,[2.0],[2.0],[2.0],228141802.00178936
43,36,38,[2.0],[2.0],[2.0],273953355.10657346
43,20,38,[2.0],[2.0],[2.0],201747939.54293573
43,21,38,[2.0],[2.0],[2.0],177087287.20090938
43,29,38,[2.0],[2.0],[2.0],212542858.01934603
43,19,38,[2.0],[2.0],[2.0],110850171.16602066
43,9,38,[7.608782715752382e-11],[14.284602985086304],[14.241873098132528],11.784335601119588
43,8,38,[6.67513090183781e-13],[14.276555275389546],[14.351160559041558],35.744370756231525
43,13,38,[2.0],[2.0],[2.0],9222263.072925229
43,42,38,[2.0],[2.0],[2.0],218731945.55070907
43,23,38,[2.0],[2.0],[2.0],64600475.88308159
43,44,38,[2.0],[2.0],[2.0],205012795.45090738
43,11,38,[1.8],[3.8],[1.8],588306.5974920499
43,48,38,[1.8],[1.8],[1.8],13166311.416728182
43,47,38,[2.0],[2.0],[2.0],54520377.28098015
43,46,38,[2.0],[2.0],[2.0],46895978.04808272
43,14,38,[5.122529228304497e-10],[14.282625642925225],[14.278124202775732],19.553671719926566
43,49,38,[2.0],[2.0],[2.0],50719752.24156873
43,17,38,[2.0],[2.0],[2.0],191259386.39245608
43,22,38,[2.0],[2.0],[2.0],89903247.29237936
43,30,38,[2.0],[2.0],[2.0],213039996.93411848
43,32,38,[2.0],[2.0],[2.0],249552463.52564034
43,6,38,[2.0],[2.0],[2.0],5883879.225559939
43,1,38,[2.0],[2.0],[2.0],6138539.546000269
43,12,38,[7.118434116172767],[13.612413291775201],[3.901115194241896],196.88979790546014
43,2,38,[5.089824765343452e-15],[13.596475526081491],[14.976195547651233],325.5555337856496
43,0,38,[2.0],[2.0],[2.0],5823761.648897513
43,15,38,[1.7507330800678673],[1.7507330800678673],[1.7507330800678673],7883245.528792328
43,10,38,[2.0],[2.0],[2.0],10428722.188422259
43,27,38,[2.0],[2.0],[2.0],194305606.9233716
43,24,38,[2.0],[2.0],[2.0],70461461.14531603
43,25,38,[2.0],[2.0],[2.0],136680022.61601326
43,3,38,[0.0],[13.465398984188573],[14.964845979894859],354.77112272087396
